Level	Country	Bending	Reuse	Variance of Reuse
22	SVN	0	0.357613792	1.52E-04
23	SVN	0	0.36242316	1.44E-04
24	SVN	0	0.363789947	1.44E-04
25	SVN	0	0.36484064	1.50E-04
26	SVN	0	0.369963069	1.21E-04
27	SVN	0	0.374058324	8.82E-05
28	SVN	0	0.378938632	6.38E-05
29	SVN	0	0.384018941	9.81E-05
30	SVN	0	0.38485658	1.01E-04
31	SVN	0	0.387546349	7.44E-05
32	SVN	0	0.391375684	9.01E-05
33	SVN	0	0.395754062	5.07E-05
34	SVN	0	0.400101601	2.32E-05
35	SVN	0	0.403108623	2.12E-32
1	SVN	0.1	0.29730901	9.57E-13
2	SVN	0.1	0.299953541	3.58E-05
3	SVN	0.1	0.303657368	8.16E-05
4	SVN	0.1	0.307165837	9.24E-05
5	SVN	0.1	0.310999888	1.26E-04
6	SVN	0.1	0.314400549	1.86E-04
7	SVN	0.1	0.317713373	3.20E-04
8	SVN	0.1	0.320135023	2.81E-04
9	SVN	0.1	0.322299125	2.91E-04
10	SVN	0.1	0.328064061	1.95E-04
11	SVN	0.1	0.328849836	1.81E-04
12	SVN	0.1	0.334406497	1.81E-04
13	SVN	0.1	0.335584687	1.98E-04
14	SVN	0.1	0.339421156	3.02E-04
15	SVN	0.1	0.346437227	3.96E-04
16	SVN	0.1	0.349405009	4.11E-04
17	SVN	0.1	0.35385922	2.77E-04
18	SVN	0.1	0.357197053	2.56E-04
19	SVN	0.1	0.359630617	2.39E-04
20	SVN	0.1	0.361788141	1.81E-04
21	SVN	0.1	0.364065376	1.79E-04
22	SVN	0.1	0.367350178	1.26E-04
23	SVN	0.1	0.37177746	1.19E-04
24	SVN	0.1	0.372997088	1.19E-04
25	SVN	0.1	0.373907325	1.20E-04
26	SVN	0.1	0.378671609	1.05E-04
27	SVN	0.1	0.382376565	7.86E-05
28	SVN	0.1	0.386803688	5.87E-05
29	SVN	0.1	0.391553937	8.72E-05
30	SVN	0.1	0.392337968	9.04E-05
31	SVN	0.1	0.394920951	6.51E-05
32	SVN	0.1	0.398307786	7.75E-05
33	SVN	0.1	0.402295225	4.58E-05
34	SVN	0.1	0.406244578	2.06E-05
35	SVN	0.1	0.40945061	1.30E-32
1	SVN	0.2	0.316225419	2.68E-15
2	SVN	0.2	0.318463545	2.69E-05
3	SVN	0.2	0.32170293	6.12E-05
4	SVN	0.2	0.324884378	7.03E-05
5	SVN	0.2	0.328562376	9.92E-05
6	SVN	0.2	0.331412434	1.54E-04
7	SVN	0.2	0.334279444	2.56E-04
8	SVN	0.2	0.336435123	2.22E-04
9	SVN	0.2	0.338344663	2.36E-04
10	SVN	0.2	0.343520231	1.58E-04
11	SVN	0.2	0.344074319	1.47E-04
12	SVN	0.2	0.34915326	1.51E-04
13	SVN	0.2	0.350116471	1.66E-04
14	SVN	0.2	0.353296467	2.50E-04
15	SVN	0.2	0.359649027	3.25E-04
16	SVN	0.2	0.362455042	3.39E-04
17	SVN	0.2	0.36656663	2.25E-04
18	SVN	0.2	0.369674933	2.10E-04
19	SVN	0.2	0.371869893	1.94E-04
20	SVN	0.2	0.373858618	1.45E-04
21	SVN	0.2	0.375896652	1.45E-04
22	SVN	0.2	0.378854058	1.00E-04
23	SVN	0.2	0.382860587	9.44E-05
24	SVN	0.2	0.383904478	9.47E-05
25	SVN	0.2	0.384669914	9.10E-05
26	SVN	0.2	0.38902564	8.93E-05
27	SVN	0.2	0.392260287	7.02E-05
28	SVN	0.2	0.396158781	5.45E-05
29	SVN	0.2	0.400549034	7.76E-05
30	SVN	0.2	0.401269179	8.08E-05
31	SVN	0.2	0.403704847	5.72E-05
32	SVN	0.2	0.406593643	6.54E-05
33	SVN	0.2	0.410147136	4.09E-05
34	SVN	0.2	0.413652714	1.80E-05
35	SVN	0.2	0.416711683	2.18E-32
1	SVN	0.3	0.338483166	2.65E-18
2	SVN	0.3	0.340250051	1.91E-05
3	SVN	0.3	0.342959883	4.22E-05
4	SVN	0.3	0.345764387	4.95E-05
5	SVN	0.3	0.349220405	7.36E-05
6	SVN	0.3	0.351449138	1.23E-04
7	SVN	0.3	0.353817477	1.93E-04
8	SVN	0.3	0.355658853	1.66E-04
9	SVN	0.3	0.357151679	1.80E-04
10	SVN	0.3	0.361640158	1.22E-04
11	SVN	0.3	0.361853382	1.17E-04
12	SVN	0.3	0.366359849	1.26E-04
13	SVN	0.3	0.367052973	1.38E-04
14	SVN	0.3	0.369583639	2.01E-04
15	SVN	0.3	0.375122595	2.57E-04
16	SVN	0.3	0.377599098	2.69E-04
17	SVN	0.3	0.381298991	1.77E-04
18	SVN	0.3	0.38413316	1.64E-04
19	SVN	0.3	0.385946809	1.49E-04
20	SVN	0.3	0.387849575	1.11E-04
21	SVN	0.3	0.389608924	1.11E-04
22	SVN	0.3	0.392199257	7.57E-05
23	SVN	0.3	0.395741283	7.14E-05
24	SVN	0.3	0.396513396	7.39E-05
25	SVN	0.3	0.397043442	6.55E-05
26	SVN	0.3	0.400928032	7.75E-05
27	SVN	0.3	0.403559674	6.47E-05
28	SVN	0.3	0.406803736	5.04E-05
29	SVN	0.3	0.410733429	6.75E-05
30	SVN	0.3	0.411375363	7.06E-05
31	SVN	0.3	0.413573389	5.13E-05
32	SVN	0.3	0.415895166	5.40E-05
33	SVN	0.3	0.418973534	3.62E-05
34	SVN	0.3	0.421981914	1.54E-05
35	SVN	0.3	0.424857231	2.48E-32
1	SVN	0.4	0.36331587	1.87E-20
2	SVN	0.4	0.364582352	1.31E-05
3	SVN	0.4	0.366716373	2.65E-05
4	SVN	0.4	0.369102961	3.21E-05
5	SVN	0.4	0.372280626	5.10E-05
6	SVN	0.4	0.373831905	9.41E-05
7	SVN	0.4	0.375664192	1.36E-04
8	SVN	0.4	0.377157393	1.14E-04
9	SVN	0.4	0.378253101	1.30E-04
10	SVN	0.4	0.381953685	8.99E-05
11	SVN	0.4	0.381930212	8.64E-05
12	SVN	0.4	0.385747923	9.82E-05
13	SVN	0.4	0.386113952	1.07E-04
14	SVN	0.4	0.387853557	1.47E-04
15	SVN	0.4	0.392641128	1.84E-04
16	SVN	0.4	0.394989166	1.97E-04
17	SVN	0.4	0.398166342	1.27E-04
18	SVN	0.4	0.40065105	1.25E-04
19	SVN	0.4	0.402300976	1.14E-04
20	SVN	0.4	0.403832116	8.26E-05
21	SVN	0.4	0.405265044	8.31E-05
22	SVN	0.4	0.407448904	5.54E-05
23	SVN	0.4	0.410486481	5.11E-05
24	SVN	0.4	0.411059615	5.23E-05
25	SVN	0.4	0.411427012	4.08E-05
26	SVN	0.4	0.414774839	6.31E-05
27	SVN	0.4	0.416802215	5.80E-05
28	SVN	0.4	0.419392621	4.96E-05
29	SVN	0.4	0.422899291	6.41E-05
30	SVN	0.4	0.423437186	6.68E-05
31	SVN	0.4	0.425445636	4.76E-05
32	SVN	0.4	0.427112224	4.37E-05
33	SVN	0.4	0.429662075	3.17E-05
34	SVN	0.4	0.432090199	1.27E-05
35	SVN	0.4	0.434749219	1.99E-32
1	SVN	0.5	0.392036624	6.24E-22
2	SVN	0.5	0.392766552	9.17E-06
3	SVN	0.5	0.394269708	1.52E-05
4	SVN	0.5	0.396188993	1.91E-05
5	SVN	0.5	0.399057233	3.36E-05
6	SVN	0.5	0.399874424	7.01E-05
7	SVN	0.5	0.401174438	8.77E-05
8	SVN	0.5	0.402176593	7.01E-05
9	SVN	0.5	0.402929131	8.76E-05
10	SVN	0.5	0.405759134	6.32E-05
11	SVN	0.5	0.405388341	6.53E-05
12	SVN	0.5	0.408375585	8.08E-05
13	SVN	0.5	0.408329622	8.32E-05
14	SVN	0.5	0.409127081	1.01E-04
15	SVN	0.5	0.412963599	1.21E-04
16	SVN	0.5	0.4149642	1.33E-04
17	SVN	0.5	0.417535021	8.76E-05
18	SVN	0.5	0.419613368	9.11E-05
19	SVN	0.5	0.420964266	8.24E-05
20	SVN	0.5	0.422185382	6.05E-05
21	SVN	0.5	0.423237929	5.96E-05
22	SVN	0.5	0.424929666	3.92E-05
23	SVN	0.5	0.427418218	3.53E-05
24	SVN	0.5	0.427692908	3.61E-05
25	SVN	0.5	0.42779672	2.27E-05
26	SVN	0.5	0.430526244	5.48E-05
27	SVN	0.5	0.431792775	5.56E-05
28	SVN	0.5	0.433580256	4.97E-05
29	SVN	0.5	0.436544267	6.18E-05
30	SVN	0.5	0.436958733	6.37E-05
31	SVN	0.5	0.438670895	4.71E-05
32	SVN	0.5	0.439597758	3.49E-05
33	SVN	0.5	0.441559179	2.77E-05
34	SVN	0.5	0.443338627	1.01E-05
35	SVN	0.5	0.445755498	1.92E-32
1	SVN	0.6	0.426340373	2.16E-23
2	SVN	0.6	0.426501768	7.74E-06
3	SVN	0.6	0.427332692	9.15E-06
4	SVN	0.6	0.428738859	1.18E-05
5	SVN	0.6	0.431089483	1.99E-05
6	SVN	0.6	0.431138049	4.98E-05
7	SVN	0.6	0.431769625	4.84E-05
8	SVN	0.6	0.432433606	3.74E-05
9	SVN	0.6	0.432624493	5.40E-05
10	SVN	0.6	0.434381321	4.37E-05
11	SVN	0.6	0.433632147	5.23E-05
12	SVN	0.6	0.435542502	6.99E-05
13	SVN	0.6	0.434979416	6.47E-05
14	SVN	0.6	0.434788808	6.37E-05
15	SVN	0.6	0.437685697	6.72E-05
16	SVN	0.6	0.439315382	8.01E-05
17	SVN	0.6	0.441012276	5.48E-05
18	SVN	0.6	0.44260112	6.38E-05
19	SVN	0.6	0.443630259	5.79E-05
20	SVN	0.6	0.444463882	4.56E-05
21	SVN	0.6	0.445065575	4.24E-05
22	SVN	0.6	0.446297753	3.01E-05
23	SVN	0.6	0.448187276	2.67E-05
24	SVN	0.6	0.448093495	2.55E-05
25	SVN	0.6	0.447827444	1.25E-05
26	SVN	0.6	0.449826599	5.14E-05
27	SVN	0.6	0.450158484	5.75E-05
28	SVN	0.6	0.450938946	5.36E-05
29	SVN	0.6	0.453258032	6.48E-05
30	SVN	0.6	0.453525166	6.55E-05
31	SVN	0.6	0.454858446	5.15E-05
32	SVN	0.6	0.454939578	2.90E-05
33	SVN	0.6	0.45623005	2.48E-05
34	SVN	0.6	0.457263268	7.81E-06
35	SVN	0.6	0.459445096	2.06E-32
1	SVN	0.7	0.46691355	7.93E-25
2	SVN	0.7	0.466410105	7.57E-06
3	SVN	0.7	0.466658109	8.91E-06
4	SVN	0.7	0.467434938	1.05E-05
5	SVN	0.7	0.469257751	1.36E-05
6	SVN	0.7	0.468606655	3.67E-05
7	SVN	0.7	0.468584237	2.53E-05
8	SVN	0.7	0.46886004	1.86E-05
9	SVN	0.7	0.468583607	3.28E-05
10	SVN	0.7	0.46916037	3.39E-05
11	SVN	0.7	0.468029782	5.19E-05
12	SVN	0.7	0.468637111	7.23E-05
13	SVN	0.7	0.467214711	6.50E-05
14	SVN	0.7	0.465863347	4.52E-05
15	SVN	0.7	0.467725947	3.57E-05
16	SVN	0.7	0.468834931	5.15E-05
17	SVN	0.7	0.469423028	4.37E-05
18	SVN	0.7	0.470417389	5.78E-05
19	SVN	0.7	0.471110199	5.34E-05
20	SVN	0.7	0.471471571	4.84E-05
21	SVN	0.7	0.471526593	4.20E-05
22	SVN	0.7	0.472234099	3.64E-05
23	SVN	0.7	0.473477687	3.31E-05
24	SVN	0.7	0.472967688	2.53E-05
25	SVN	0.7	0.472120193	1.62E-05
26	SVN	0.7	0.473245441	5.87E-05
27	SVN	0.7	0.47235128	6.88E-05
28	SVN	0.7	0.471718325	6.86E-05
29	SVN	0.7	0.47327088	8.17E-05
30	SVN	0.7	0.473354979	8.04E-05
31	SVN	0.7	0.474217319	6.77E-05
32	SVN	0.7	0.473032221	2.82E-05
33	SVN	0.7	0.473541863	2.51E-05
34	SVN	0.7	0.473614041	5.72E-06
35	SVN	0.7	0.475531475	1.79E-32
1	SVN	0.8	0.515846077	3.64E-26
2	SVN	0.8	0.515068975	8.88E-06
3	SVN	0.8	0.514416844	1.40E-05
4	SVN	0.8	0.514844328	1.33E-05
5	SVN	0.8	0.515977826	1.35E-05
6	SVN	0.8	0.514750678	2.96E-05
7	SVN	0.8	0.514218688	1.74E-05
8	SVN	0.8	0.514051325	1.34E-05
9	SVN	0.8	0.51347321	2.29E-05
10	SVN	0.8	0.512618974	3.60E-05
11	SVN	0.8	0.511029	7.06E-05
12	SVN	0.8	0.509913629	9.88E-05
13	SVN	0.8	0.506874351	1.08E-04
14	SVN	0.8	0.503872788	6.69E-05
15	SVN	0.8	0.504747701	4.50E-05
16	SVN	0.8	0.505186924	7.00E-05
17	SVN	0.8	0.504648147	7.08E-05
18	SVN	0.8	0.505049691	8.99E-05
19	SVN	0.8	0.505436136	8.46E-05
20	SVN	0.8	0.505053336	7.90E-05
21	SVN	0.8	0.504523021	7.09E-05
22	SVN	0.8	0.504728707	6.99E-05
23	SVN	0.8	0.505384095	6.93E-05
24	SVN	0.8	0.50393564	4.80E-05
25	SVN	0.8	0.502310003	4.58E-05
26	SVN	0.8	0.502427129	8.91E-05
27	SVN	0.8	0.499973386	9.33E-05
28	SVN	0.8	0.497366899	1.01E-04
29	SVN	0.8	0.49809564	1.17E-04
30	SVN	0.8	0.497960534	1.13E-04
31	SVN	0.8	0.498247457	9.93E-05
32	SVN	0.8	0.495542435	3.74E-05
33	SVN	0.8	0.495158413	3.19E-05
34	SVN	0.8	0.493949674	3.88E-06
35	SVN	0.8	0.49556085	2.52E-32
1	SVN	0.9	0.576330108	1.47E-27
2	SVN	0.9	0.575500848	5.85E-06
3	SVN	0.9	0.573674636	3.31E-05
4	SVN	0.9	0.573750618	2.67E-05
5	SVN	0.9	0.574156103	2.63E-05
6	SVN	0.9	0.572840827	3.17E-05
7	SVN	0.9	0.571743007	3.00E-05
8	SVN	0.9	0.571315869	2.90E-05
9	SVN	0.9	0.570361928	3.17E-05
10	SVN	0.9	0.568073546	6.49E-05
11	SVN	0.9	0.565642773	1.61E-04
12	SVN	0.9	0.562436571	2.12E-04
13	SVN	0.9	0.556892636	2.54E-04
14	SVN	0.9	0.551297179	1.67E-04
15	SVN	0.9	0.551342173	1.43E-04
16	SVN	0.9	0.551222564	1.95E-04
17	SVN	0.9	0.548426109	1.59E-04
18	SVN	0.9	0.548285217	1.88E-04
19	SVN	0.9	0.548243628	1.71E-04
20	SVN	0.9	0.546707375	1.53E-04
21	SVN	0.9	0.545499577	1.58E-04
22	SVN	0.9	0.54519406	1.55E-04
23	SVN	0.9	0.545305252	1.61E-04
24	SVN	0.9	0.542406952	1.10E-04
25	SVN	0.9	0.540091388	1.22E-04
26	SVN	0.9	0.539095595	1.58E-04
27	SVN	0.9	0.534572086	1.40E-04
28	SVN	0.9	0.529588409	1.59E-04
29	SVN	0.9	0.529208004	1.77E-04
30	SVN	0.9	0.528875784	1.70E-04
31	SVN	0.9	0.528424304	1.51E-04
32	SVN	0.9	0.524307711	6.31E-05
33	SVN	0.9	0.522947776	5.03E-05
34	SVN	0.9	0.520148817	2.67E-06
35	SVN	0.9	0.521426227	3.14E-32
1	SVN	1	0.652527483	2.27E-29
2	SVN	1	0.652543634	6.30E-10
3	SVN	1	0.649288964	1.07E-04
4	SVN	1	0.649408421	1.00E-04
5	SVN	1	0.648908937	1.01E-04
6	SVN	1	0.646447584	1.31E-04
7	SVN	1	0.644685941	1.52E-04
8	SVN	1	0.644495558	1.52E-04
9	SVN	1	0.641637191	1.65E-04
10	SVN	1	0.63749013	2.42E-04
11	SVN	1	0.633692656	4.92E-04
12	SVN	1	0.62722013	5.51E-04
13	SVN	1	0.618760837	5.98E-04
14	SVN	1	0.609985572	3.75E-04
15	SVN	1	0.609852309	3.68E-04
16	SVN	1	0.608388095	4.58E-04
17	SVN	1	0.603657717	3.94E-04
18	SVN	1	0.603047518	4.50E-04
19	SVN	1	0.602202167	3.75E-04
20	SVN	1	0.598375208	3.53E-04
21	SVN	1	0.596391169	3.94E-04
22	SVN	1	0.59569589	3.87E-04
23	SVN	1	0.595384441	4.00E-04
24	SVN	1	0.59125425	3.07E-04
25	SVN	1	0.587651915	2.92E-04
26	SVN	1	0.585198887	3.43E-04
27	SVN	1	0.578595775	2.64E-04
28	SVN	1	0.571608807	2.65E-04
29	SVN	1	0.569768174	2.86E-04
30	SVN	1	0.569044113	2.77E-04
31	SVN	1	0.567730703	2.52E-04
32	SVN	1	0.56199066	9.57E-05
33	SVN	1	0.559526244	5.97E-05
34	SVN	1	0.555639997	2.03E-06
35	SVN	1	0.556703167	3.89E-32
1	SWE	0	0.20697586	7.32E-10
2	SWE	0	0.21087989	3.71E-05
3	SWE	0	0.217071075	5.92E-05
4	SWE	0	0.221973035	8.52E-05
5	SWE	0	0.22993615	1.13E-04
6	SWE	0	0.232762378	1.10E-04
7	SWE	0	0.237730143	6.20E-05
8	SWE	0	0.240880999	7.64E-05
9	SWE	0	0.244314876	8.84E-05
10	SWE	0	0.247377096	7.30E-05
11	SWE	0	0.250432018	4.82E-05
12	SWE	0	0.254366629	8.75E-05
13	SWE	0	0.260063737	9.98E-05
14	SWE	0	0.263019472	8.11E-05
15	SWE	0	0.264814009	7.27E-05
16	SWE	0	0.267587825	1.02E-04
17	SWE	0	0.271702655	1.49E-04
18	SWE	0	0.273546035	9.52E-05
19	SWE	0	0.274885108	1.21E-04
20	SWE	0	0.276915333	1.18E-04
21	SWE	0	0.278523437	1.32E-04
22	SWE	0	0.280386107	1.60E-04
23	SWE	0	0.282233258	1.49E-04
24	SWE	0	0.284774605	1.38E-04
25	SWE	0	0.285644432	1.02E-04
26	SWE	0	0.28787422	9.87E-05
27	SWE	0	0.289321227	6.98E-05
28	SWE	0	0.291079986	5.72E-05
29	SWE	0	0.291466385	4.69E-05
30	SWE	0	0.292247652	3.64E-05
31	SWE	0	0.295101795	2.68E-05
32	SWE	0	0.295962923	2.27E-05
33	SWE	0	0.297388387	3.03E-05
34	SWE	0	0.299768409	5.43E-06
35	SWE	0	0.30055282	1.01E-32
1	SWE	0.1	0.219672719	3.55E-12
2	SWE	0.1	0.223321023	3.44E-05
3	SWE	0.1	0.229272409	5.48E-05
4	SWE	0.1	0.233933882	7.89E-05
5	SWE	0.1	0.241426855	1.03E-04
6	SWE	0.1	0.244121885	9.89E-05
7	SWE	0.1	0.248788064	5.75E-05
8	SWE	0.1	0.25172775	6.97E-05
9	SWE	0.1	0.254874068	8.02E-05
10	SWE	0.1	0.257738234	6.56E-05
11	SWE	0.1	0.260558238	4.35E-05
12	SWE	0.1	0.264217733	8.29E-05
13	SWE	0.1	0.26958618	9.75E-05
14	SWE	0.1	0.272344536	8.12E-05
15	SWE	0.1	0.274009209	7.28E-05
16	SWE	0.1	0.276617133	9.96E-05
17	SWE	0.1	0.280449209	1.41E-04
18	SWE	0.1	0.282125469	8.94E-05
19	SWE	0.1	0.283361202	1.15E-04
20	SWE	0.1	0.285274171	1.10E-04
21	SWE	0.1	0.286766841	1.23E-04
22	SWE	0.1	0.2885332	1.47E-04
23	SWE	0.1	0.29017721	1.39E-04
24	SWE	0.1	0.292548949	1.27E-04
25	SWE	0.1	0.293218747	9.22E-05
26	SWE	0.1	0.295280396	8.96E-05
27	SWE	0.1	0.296632461	6.28E-05
28	SWE	0.1	0.29823645	5.25E-05
29	SWE	0.1	0.298575703	4.31E-05
30	SWE	0.1	0.299261711	3.35E-05
31	SWE	0.1	0.302018984	2.43E-05
32	SWE	0.1	0.302813851	2.05E-05
33	SWE	0.1	0.304076232	2.76E-05
34	SWE	0.1	0.306263024	4.78E-06
35	SWE	0.1	0.307432074	8.25E-33
1	SWE	0.2	0.234735575	4.26E-14
2	SWE	0.2	0.238074012	3.12E-05
3	SWE	0.2	0.243705253	4.91E-05
4	SWE	0.2	0.248067192	7.13E-05
5	SWE	0.2	0.254997248	9.29E-05
6	SWE	0.2	0.257526764	8.61E-05
7	SWE	0.2	0.261847755	5.19E-05
8	SWE	0.2	0.264534723	6.16E-05
9	SWE	0.2	0.267405327	7.00E-05
10	SWE	0.2	0.269996087	5.78E-05
11	SWE	0.2	0.272525419	3.89E-05
12	SWE	0.2	0.275861903	7.84E-05
13	SWE	0.2	0.280863195	9.57E-05
14	SWE	0.2	0.283371865	8.19E-05
15	SWE	0.2	0.284893871	7.37E-05
16	SWE	0.2	0.287297522	9.71E-05
17	SWE	0.2	0.29080108	1.32E-04
18	SWE	0.2	0.292317672	8.39E-05
19	SWE	0.2	0.293447293	1.08E-04
20	SWE	0.2	0.295246402	9.94E-05
21	SWE	0.2	0.29657008	1.13E-04
22	SWE	0.2	0.298243787	1.33E-04
23	SWE	0.2	0.29966322	1.28E-04
24	SWE	0.2	0.301877342	1.17E-04
25	SWE	0.2	0.302322046	8.22E-05
26	SWE	0.2	0.30418206	7.98E-05
27	SWE	0.2	0.305430695	5.52E-05
28	SWE	0.2	0.306839465	4.76E-05
29	SWE	0.2	0.307138252	3.90E-05
30	SWE	0.2	0.307716267	3.03E-05
31	SWE	0.2	0.310361221	2.17E-05
32	SWE	0.2	0.31109687	1.82E-05
33	SWE	0.2	0.312149315	2.45E-05
34	SWE	0.2	0.31409271	4.13E-06
35	SWE	0.2	0.315150208	8.53E-33
1	SWE	0.3	0.252778954	4.40E-16
2	SWE	0.3	0.255730286	2.74E-05
3	SWE	0.3	0.260921168	4.25E-05
4	SWE	0.3	0.264899945	6.26E-05
5	SWE	0.3	0.271167397	8.13E-05
6	SWE	0.3	0.273447826	7.21E-05
7	SWE	0.3	0.277347635	4.59E-05
8	SWE	0.3	0.279715708	5.27E-05
9	SWE	0.3	0.28215508	5.86E-05
10	SWE	0.3	0.284400594	5.01E-05
11	SWE	0.3	0.286481906	3.41E-05
12	SWE	0.3	0.289429229	7.49E-05
13	SWE	0.3	0.293998988	9.37E-05
14	SWE	0.3	0.296316473	8.23E-05
15	SWE	0.3	0.297615972	7.44E-05
16	SWE	0.3	0.299656681	9.02E-05
17	SWE	0.3	0.302780189	1.19E-04
18	SWE	0.3	0.304107702	7.46E-05
19	SWE	0.3	0.304991709	9.60E-05
20	SWE	0.3	0.30676026	8.44E-05
21	SWE	0.3	0.307885652	9.73E-05
22	SWE	0.3	0.309447058	1.14E-04
23	SWE	0.3	0.310613941	1.13E-04
24	SWE	0.3	0.31258311	1.02E-04
25	SWE	0.3	0.312700475	6.97E-05
26	SWE	0.3	0.314319706	6.80E-05
27	SWE	0.3	0.315400683	4.66E-05
28	SWE	0.3	0.316536006	4.32E-05
29	SWE	0.3	0.316738553	3.55E-05
30	SWE	0.3	0.317191916	2.76E-05
31	SWE	0.3	0.31965284	1.92E-05
32	SWE	0.3	0.320324905	1.60E-05
33	SWE	0.3	0.321124306	2.13E-05
34	SWE	0.3	0.322779205	3.54E-06
35	SWE	0.3	0.323677378	1.79E-32
1	SWE	0.4	0.273039636	1.08E-17
2	SWE	0.4	0.275547358	2.33E-05
3	SWE	0.4	0.280179739	3.55E-05
4	SWE	0.4	0.283694918	5.35E-05
5	SWE	0.4	0.289215518	6.96E-05
6	SWE	0.4	0.291165583	5.81E-05
7	SWE	0.4	0.294557446	4.02E-05
8	SWE	0.4	0.296547362	4.43E-05
9	SWE	0.4	0.298531599	4.75E-05
10	SWE	0.4	0.300358352	4.28E-05
11	SWE	0.4	0.302022063	3.16E-05
12	SWE	0.4	0.3045207	7.29E-05
13	SWE	0.4	0.308593674	9.20E-05
14	SWE	0.4	0.310655448	8.40E-05
15	SWE	0.4	0.311808971	7.67E-05
16	SWE	0.4	0.313679042	9.03E-05
17	SWE	0.4	0.316357139	1.12E-04
18	SWE	0.4	0.317442384	7.51E-05
19	SWE	0.4	0.318275259	9.39E-05
20	SWE	0.4	0.319758127	7.84E-05
21	SWE	0.4	0.320664935	9.13E-05
22	SWE	0.4	0.322090803	1.04E-04
23	SWE	0.4	0.322976515	1.06E-04
24	SWE	0.4	0.324769552	9.46E-05
25	SWE	0.4	0.324630573	6.18E-05
26	SWE	0.4	0.32596508	5.90E-05
27	SWE	0.4	0.326953225	3.96E-05
28	SWE	0.4	0.327892459	3.75E-05
29	SWE	0.4	0.328085573	3.05E-05
30	SWE	0.4	0.328389345	2.39E-05
31	SWE	0.4	0.330729211	1.68E-05
32	SWE	0.4	0.331330223	1.41E-05
33	SWE	0.4	0.331813871	1.81E-05
34	SWE	0.4	0.333117516	3.06E-06
35	SWE	0.4	0.333827964	8.53E-33
1	SWE	0.5	0.296774575	4.71E-19
2	SWE	0.5	0.298763873	1.89E-05
3	SWE	0.5	0.302676442	2.86E-05
4	SWE	0.5	0.305623906	4.44E-05
5	SWE	0.5	0.310343312	5.68E-05
6	SWE	0.5	0.311827662	4.47E-05
7	SWE	0.5	0.314649957	3.42E-05
8	SWE	0.5	0.316088265	3.75E-05
9	SWE	0.5	0.317619759	3.72E-05
10	SWE	0.5	0.318974854	3.63E-05
11	SWE	0.5	0.320016102	2.98E-05
12	SWE	0.5	0.321972837	7.28E-05
13	SWE	0.5	0.325463939	9.09E-05
14	SWE	0.5	0.32720227	8.46E-05
15	SWE	0.5	0.328078485	7.84E-05
16	SWE	0.5	0.329583094	8.66E-05
17	SWE	0.5	0.331793417	1.02E-04
18	SWE	0.5	0.332586444	7.47E-05
19	SWE	0.5	0.333222984	8.96E-05
20	SWE	0.5	0.334482946	6.97E-05
21	SWE	0.5	0.335149332	8.21E-05
22	SWE	0.5	0.336375853	9.02E-05
23	SWE	0.5	0.336943715	9.50E-05
24	SWE	0.5	0.338471991	8.43E-05
25	SWE	0.5	0.337974	5.26E-05
26	SWE	0.5	0.338972688	4.88E-05
27	SWE	0.5	0.339796735	3.23E-05
28	SWE	0.5	0.340465628	3.28E-05
29	SWE	0.5	0.340594014	2.65E-05
30	SWE	0.5	0.340721162	2.11E-05
31	SWE	0.5	0.342864623	1.47E-05
32	SWE	0.5	0.343390269	1.25E-05
33	SWE	0.5	0.343494795	1.50E-05
34	SWE	0.5	0.344386091	2.76E-06
35	SWE	0.5	0.344885316	1.84E-32
1	SWE	0.6	0.325745148	1.70E-20
2	SWE	0.6	0.32712462	1.45E-05
3	SWE	0.6	0.330103916	2.26E-05
4	SWE	0.6	0.332350777	3.65E-05
5	SWE	0.6	0.336052148	4.80E-05
6	SWE	0.6	0.33686176	3.68E-05
7	SWE	0.6	0.338888576	3.40E-05
8	SWE	0.6	0.339830529	3.55E-05
9	SWE	0.6	0.340630988	3.22E-05
10	SWE	0.6	0.341322412	3.45E-05
11	SWE	0.6	0.341526354	3.17E-05
12	SWE	0.6	0.342825861	7.33E-05
13	SWE	0.6	0.345635922	8.89E-05
14	SWE	0.6	0.347089604	8.64E-05
15	SWE	0.6	0.347706378	8.17E-05
16	SWE	0.6	0.348861631	8.23E-05
17	SWE	0.6	0.350438466	9.24E-05
18	SWE	0.6	0.350860008	7.80E-05
19	SWE	0.6	0.35124037	8.75E-05
20	SWE	0.6	0.352205	6.34E-05
21	SWE	0.6	0.352604325	7.50E-05
22	SWE	0.6	0.353667468	7.86E-05
23	SWE	0.6	0.353883394	8.56E-05
24	SWE	0.6	0.355084988	7.52E-05
25	SWE	0.6	0.354161002	4.53E-05
26	SWE	0.6	0.354753326	3.91E-05
27	SWE	0.6	0.355379111	2.61E-05
28	SWE	0.6	0.355747918	2.91E-05
29	SWE	0.6	0.355796403	2.35E-05
30	SWE	0.6	0.355703788	1.91E-05
31	SWE	0.6	0.357592674	1.34E-05
32	SWE	0.6	0.358035981	1.18E-05
33	SWE	0.6	0.357661226	1.23E-05
34	SWE	0.6	0.358049652	2.75E-06
35	SWE	0.6	0.358304973	1.40E-32
1	SWE	0.7	0.360665181	6.12E-22
2	SWE	0.7	0.361227113	1.08E-05
3	SWE	0.7	0.363170629	1.99E-05
4	SWE	0.7	0.364487595	3.23E-05
5	SWE	0.7	0.367179886	4.08E-05
6	SWE	0.7	0.367066719	3.69E-05
